Date,Open,High,Low,Close,Adj Close,Volume
02-09-2005,178.75,180,176.882507,178.399994,132.095795,4920864
05-09-2005,180,183.362503,175.794998,176.282501,130.527969,7254784
06-09-2005,176.875,177.487503,173.5,174.807495,129.435776,5023440
08-09-2005,175,176.875,174.407501,175.762497,130.142914,2878192
09-09-2005,168.875,176.75,168.875,173.994995,128.834183,3741776
12-09-2005,178.625,204.75,175.8125,178.774994,132.373474,6631072
13-09-2005,178.875,178.875,176.324997,177.800003,131.651566,2244984
14-09-2005,177.5,178.375,173.375,175.020004,129.593109,3890080
15-09-2005,175.25,181.845001,175.25,181.237503,134.196869,11040736
16-09-2005,181.845001,184.712494,179.524994,182.199997,134.909592,5480184
19-09-2005,184.712494,185,180.375,181.770004,134.591141,2877448
20-09-2005,181.875,185,177.5,183.807495,136.099823,6293424
21-09-2005,184.25,184.5,175,181.707504,134.544846,6215320
22-09-2005,184.5,185.875,174.625,175.182495,129.713409,6482408
23-09-2005,175.044998,178.725006,175.044998,176.557495,130.731583,3815824
26-09-2005,177.5,184.125,177,183.237503,135.677795,2290048
27-09-2005,184.375,185.125,180.787506,182.787506,135.344574,6404008
28-09-2005,183,184.362503,180.875,183.6875,136.010941,5900064
29-09-2005,185,186.800003,183.125,184.107498,136.32193,8421888
30-09-2005,185,186.475006,183.032501,185.294998,137.201157,4982976
03-10-2005,181.925003,188.112503,181.925003,187.237503,138.639557,4472520
04-10-2005,187.475006,187.75,185.412506,186.220001,137.886215,6350472
05-10-2005,185.5,186.125,183.125,183.75,136.057266,6577720
06-10-2005,183.132507,183.132507,177.145004,178.082504,131.860703,8233792
07-10-2005,178.125,181.75,176.899994,180.600006,133.724838,6206624
10-10-2005,181.225006,184.375,180.412506,181.0625,134.067245,5371728
11-10-2005,182.5,184.350006,177.75,183.470001,135.849915,11565120
13-10-2005,183.75,185.625,178.794998,180.162506,133.400909,13605792
14-10-2005,181.25,181.5,176.875,178.007507,131.805191,5226192
17-10-2005,178.75,180.25,177.987503,179.270004,132.740036,4388816
18-10-2005,180.25,183.100006,178.887497,180.119995,133.649048,10941600
19-10-2005,182.494995,182.5,171.520004,175.199997,129.998306,10058832
20-10-2005,176.887497,179.375,173.882507,177.044998,131.36734,6352952
21-10-2005,178.625,179.600006,176.125,178.532501,132.471054,5923416
24-10-2005,179.024994,180.5,175.132507,175.9375,130.545593,3149632
25-10-2005,177.294998,181.375,176.0625,180,133.559937,5420312
26-10-2005,180,180.625,177.387497,177.782501,131.914642,4142808
27-10-2005,177.875,178.612503,173.75,175.162506,129.970581,6771944
28-10-2005,176.125,176.125,169.375,170.270004,126.340317,4501496
31-10-2005,170.625,176,170.044998,175.157501,129.966782,2851968
02-11-2005,175.162506,179.5,173.550003,178.625,132.539703,2852888
04-11-2005,178.625,178.625,178.625,178.625,132.539703,0
07-11-2005,176,183.462494,176,183.095001,135.85643,4188480
08-11-2005,184.25,185.532501,183.800003,184.625,136.991669,5782184
09-11-2005,184.625,185.382507,181.282501,182.100006,135.118149,5000792
10-11-2005,182.125,184.612503,182.125,183.720001,136.32016,3095696
11-11-2005,183.125,186,183.125,185.332504,137.516647,5919888
14-11-2005,186.25,189.332504,186.25,188.787506,140.080261,8040360
16-11-2005,188.907501,189.625,187.782501,188.962494,140.210083,6742576
17-11-2005,187.5,189.75,186.557495,188.457504,139.83548,4878464
18-11-2005,189,191.375,189,190.869995,141.625504,8707720
21-11-2005,191.175003,192.337494,188.25,189.832504,140.855667,6597336
22-11-2005,189.25,190.600006,186,187.482498,139.111954,4751000
23-11-2005,187.5,190.25,187.375,189.582504,140.670105,6054776
24-11-2005,189.5,191.649994,189.5,190.532501,141.375076,4544088
25-11-2005,190.532501,192.5,188.794998,191.712494,142.250641,3344264
28-11-2005,192.350006,193.75,192,193.457504,143.545441,2535248
29-11-2005,193.100006,193.75,190.070007,193.169998,143.332138,3303424
30-11-2005,191.5,194.0625,189.375,190.137497,141.082016,4023376
01-12-2005,190,194.332504,189.845001,193.762497,143.771683,4161968
02-12-2005,194.332504,196.800003,192.632507,193.75,143.762451,4784360
05-12-2005,194,194.262497,190.782501,191.419998,142.0336,1913080
06-12-2005,191.875,196.25,190.787506,194.25,144.133423,3233064
07-12-2005,195.25,200,195.037506,199.445007,147.988174,5618952
08-12-2005,199.375,203.087494,199.032501,202.070007,149.935883,9585192
09-12-2005,202.25,211.824997,201.412506,210.337494,156.070313,6194224
12-12-2005,206.294998,213.125,205.25,206.274994,153.056015,6191488
13-12-2005,206.5,209.75,205.625,208.449997,154.669876,6027072
14-12-2005,207.5,212.5,205,210.487503,156.181656,4819208
15-12-2005,211.237503,212.3125,208.550003,210.350006,156.079651,4249016
16-12-2005,211.25,215.75,210.375,214.300003,159.010529,7907432
19-12-2005,215.75,219.125,214.625,216.820007,160.880386,4701168
20-12-2005,218.75,218.75,210.875,211.6875,157.072052,4628568
21-12-2005,213.125,214.324997,208.875,210.762497,156.385727,3282432
22-12-2005,211.25,212.462494,209.869995,210.587494,156.255875,2519208
23-12-2005,210.875,213.125,208.125,208.970001,155.055664,2455032
26-12-2005,209.25,209.25,207.032501,207.862503,154.233932,1625280
27-12-2005,207.845001,212.875,205.375,212.270004,157.504272,1565208
28-12-2005,211.875,213.75,209.582504,210.707504,156.344925,2582056
29-12-2005,211.25,214.987503,210.207504,213.757507,158.608078,3461784
30-12-2005,210,214.987503,210,212.857498,157.940155,2380248
02-01-2006,213.5,213.862503,210.169998,210.949997,156.524857,1653504
03-01-2006,210.657501,217.494995,210.25,216.649994,160.754211,3396936
04-01-2006,217.5,218.737503,215.274994,217.887497,161.672409,3545616
05-01-2006,218.125,218.25,215.237503,216.544998,160.676331,1431824
06-01-2006,216.875,217.487503,211.5,213.199997,158.194305,2965744
09-01-2006,213.770004,216.25,210.125,211.119995,156.65097,3883272
10-01-2006,211.25,212.475006,207.625,209.0625,155.124283,3972648
12-01-2006,206.625,211.125,201.875,209.212494,155.235672,13919696
13-01-2006,210,211.25,205.5,206.470001,153.200653,3608568
16-01-2006,206.375,206.375,200.320007,201.095001,149.212479,4804912
17-01-2006,201.375,205,201.25,202.925003,150.570221,3753056
18-01-2006,202.274994,202.975006,200.262497,202.445007,150.492325,3165120
19-01-2006,202.975006,206.837494,202.975006,206.294998,153.354233,3574728
20-01-2006,206.875,208.732498,204.375,205.5,152.763199,3294240
23-01-2006,204.375,204.375,201.412506,202.770004,150.733856,2280272
24-01-2006,204.375,206.125,203.800003,205.324997,152.633118,1890064
25-01-2006,206.125,207.494995,205.4375,206.399994,153.432312,6365736
27-01-2006,210,210,206.324997,207.395004,154.171951,3003816
30-01-2006,208.175003,209.949997,206.512497,207.362503,154.147766,1383144
31-01-2006,209.949997,209.949997,206.544998,208.800003,155.216339,1503160
01-02-2006,207,209.75,206.300003,208.332504,154.868866,3896696
02-02-2006,208.75,209.5,203.707504,204.600006,152.094284,3135736
03-02-2006,204.987503,205.975006,201.550003,203.850006,151.536636,4357520
06-02-2006,203.737503,210.375,203.294998,209.882507,156.021088,2894976
07-02-2006,210,211.6875,205.532501,209.262497,155.560211,7002784
08-02-2006,208.25,209.012497,206.544998,207.8125,154.482315,3332648
10-02-2006,208.770004,209.75,205.632507,208.699997,155.141998,2728200
13-02-2006,208.699997,208.75,206,206.375,153.413666,2020544
14-02-2006,208.75,208.75,201.75,202.320007,150.399399,6962064
15-02-2006,205.987503,205.987503,200.625,202.419998,150.473648,4209320
16-02-2006,203.125,204.975006,201.5,203.645004,151.384308,5284488
17-02-2006,206.25,207.050003,202.5,203.125,150.997772,2923448
20-02-2006,204.875,206.875,203.425003,206.232498,153.307831,2643608
21-02-2006,206.875,208.875,206.387497,208.25,154.807465,2301240
22-02-2006,208.75,208.75,206.412506,207.732498,154.422821,1156592
23-02-2006,207.5,211.237503,207.5,208.820007,155.231277,4141584
24-02-2006,208.782501,210,207.037506,208.757507,155.184891,1097336
27-02-2006,208.375,211.875,208.300003,211.294998,157.071136,2521112
28-02-2006,211.875,213,208.75,212.600006,158.041199,2821744
01-03-2006,212.5,218.175003,210.907501,217.524994,161.702316,4506152
02-03-2006,218.175003,219.25,215.044998,217.725006,161.851044,3277696
03-03-2006,217.75,217.75,212.169998,213.220001,158.50206,2124440
06-03-2006,214.5,219.125,213.75,218.037506,162.083252,3631584
07-03-2006,217.520004,218.75,215,215.587494,160.262039,1985168
08-03-2006,216.5,217.5,213.125,215.320007,160.063187,3813488
09-03-2006,215,216,211.25,215.607498,160.276855,4662712
10-03-2006,211.5,221.875,211.25,220.457504,163.882278,6434944
13-03-2006,221.725006,230.949997,221.725006,228.574997,169.91658,7178552
14-03-2006,228.112503,228.462494,223.887497,225.395004,167.552658,3477456
16-03-2006,227.125,229.987503,225.787506,229.425003,170.548416,4600064
17-03-2006,230,235.0625,230,232.625,172.927216,5932240
20-03-2006,234.25,239.375,233.1875,238.5,177.294617,7012872
21-03-2006,238.5,241.875,237.332504,239.399994,177.963531,5301384
22-03-2006,240,240,235.149994,236.669998,175.934143,5121168
23-03-2006,237.5,239.875,233.532501,234.274994,174.15387,2644488
24-03-2006,235.875,238.125,233.632507,236.432495,175.75769,2917384
27-03-2006,236.875,238.75,235.695007,236.369995,175.711212,2928432
28-03-2006,237.5,238.875,235.125,235.949997,175.398926,3751272
29-03-2006,234.875,237.862503,233.375,237.270004,176.380203,4284296
30-03-2006,237.862503,251.25,237.862503,246.012497,182.879166,5784168
31-03-2006,244.737503,244.737503,238.75,239.4375,177.991501,2920168
03-04-2006,240.875,244.5,240,243.845001,181.26799,3105672
04-04-2006,243.800003,245,242.507507,243.570007,181.063416,2971608
05-04-2006,243.762497,245.645004,240,241.507507,179.530228,2776928
07-04-2006,243.5,249.625,234.375,236.157501,175.553192,7385560
10-04-2006,237.5,239.994995,235,236.762497,176.00296,7034440
12-04-2006,237.274994,237.5,220.375,222.600006,165.474899,13157376
13-04-2006,225.625,228.712494,221.25,224.645004,166.995117,8601672
17-04-2006,228.125,238.875,226.907501,238.320007,177.160767,9688752
18-04-2006,247.25,261,247.25,251.1875,186.726074,14778488
19-04-2006,253.625,256.25,249.75,251.595001,187.028992,9803312
20-04-2006,252.487503,253.119995,246.875,248.737503,184.904816,6296944
